Lithuanian translation for survey
Language,lt
CSV Version Format,1
"How to use this: Type your translations into the column (translated_text), then export this file as a CSV before uploading it back to SurveyMonkey."

context,original_text,translated_text (modify this column only),id,checksum
question_option_text,1968,,888764577,
question_option_text,1967,,888764578,
question_option_text,1966,,888764579,
question_option_text,1965,,888764580,
question_option_text,1964,,888764581,
question_option_text,1963,,888764582,
question_option_text,1962,,888764583,
question_option_text,1961,,888764584,
question_option_text,1960,,888764585,
question_option_text,1959,,888764586,
question_option_text,1958,,888764587,
question_option_text,1957,,888764588,
question_option_text,1956,,888764589,
question_option_text,1955,,888764590,
question_option_text,1954,,888764591,
question_option_text,1953,,888764592,
question_option_text,1952,,888764593,
question_option_text,1951,,888764594,
question_option_text,1950,,888764595,
question_option_text,1949,,888764596,
question_option_text,1948,,888764597,
question_option_text,1947,,888764598,
question_option_text,1946,,888764599,
question_option_text,1945,,888764600,
question_option_text,1944,,888764601,
question_option_text,1943,,888764602,
question_option_text,1942,,888764603,
question_option_text,1941,,888764604,
question_option_text,1940,,888764605,
question_option_text,1939,,888764606,
question_option_text,1938,,888764607,
question_option_text,1937,,888764608,
question_option_text,1936,,888764609,
question_option_text,1935,,888764610,
question_option_text,1934,,888764611,
question_option_text,1933,,888764612,
question_option_text,1932,,888764613,
question_option_text,1931,,888764614,
question_option_text,1930 or earlier,,888764615,
question_heading,Are you...,,117747116,
question_option_text,male,,888764616,
question_option_text,female,,888764617,
question_option_text,I identify as another gender,,888764618,
question_option_text,I would prefer not to answer this,,888764619,
question_heading,Would you say you live in...?,,117747180,
question_option_text,Rural area or village,,888765765,
question_option_text,Small or middle-sized town,,888765766,
question_option_text,Large town,,888765767,
question_option_text,Do not know,,888765768,
question_option_text,Prefer not to say,,888765769,
question_heading,Do you live now in the same country as you lived in 2022?,,117747188,
question_option_text,Yes,,888765850,
question_option_text,No,,888765851,
question_required,This question requires an answer because it will redirect you to the next question that applies to your personal situation.,,888765966,
page_heading,Country choice (moved since 2022),,37950559,
page_subheading,"<div>Please select the country you lived in during 2022. This is the country where you have spent the most time. You will be redirected to the questionnaire for this country. If you live in a country that is not on the list below, select OTHER COUNTRY.</div>",,37950559,
question_heading,Where did you live in 2022?,,117747189,
question_option_text,AL - Albania,,888765852,
question_option_text,AM - Armenia,,888765853,
question_option_text,AT - Austria,,888772727,
question_option_text,BA - Bosnia-Herzegovina,,888772728,
question_option_text,BE - Belgium,,888765932,
question_option_text,BG - Bulgaria,,888765854,
question_option_text,BR - Brazil,,888765855,
question_option_text,BY - Belarus,,888765856,
question_option_text,CY - Cyprus,,888765857,
question_option_text,CZ - Czechia,,888766033,
question_option_text,DE - Germany,,888766034,
question_option_text,DK - Denmark,,888766035,
question_option_text,EE - Estonia,,888765858,
question_option_text,ES - Spain,,888766032,
question_option_text,EUS - Spain - Basque Country,,888772729,
question_option_text,FI - Finland,,888765859,
question_option_text,FR - France,,888772730,
question_option_text,GB - United Kingdom,,888772731,
question_option_text,GBE - England,,888765860,
question_option_text,GBS - Scotland,,888766036,
question_option_text,GBW - Wales,,888765861,
question_option_text,GBN - Northern Ireland,,888779235,
question_option_text,GE - Georgia,,888776940,
question_option_text,GR - Greece,,888779926,
question_option_text,HR - Croatia,,888779927,
question_option_text,HU - Hungary,,888779928,
question_option_text,IE - Ireland,,888779929,
question_option_text,IT - Italy,,888779930,
question_option_text,IS - Iceland,,888779931,
question_option_text,LI - Liechtenstein,,888779932,
question_option_text,LT - Lithuania,,888779933,
question_option_text,LU - Luxembourg,,888779934,
question_option_text,LV - Latvia,,888779935,
question_option_text,MD - Moldova,,888779936,
question_option_text,ME - Montenegro,,888779937,
question_option_text,MK - North Macedonia,,888779938,
question_option_text,MT - Malta,,888779939,
question_option_text,NL - Netherlands,,888779940,
question_option_text,NO - Norway,,888779941,
question_option_text,PL - Poland,,888779942,
question_option_text,PT - Portugal,,888779943,
question_option_text,RO - Romania,,888779944,
question_option_text,RS - Serbia,,888779945,
question_option_text,SE - Sweden,,888779946,
question_option_text,SI - Slovenia,,888779947,
question_option_text,SK - Slovakia,,888779948,
question_option_text,TR - Turkey,,888779949,
question_option_text,UA - Ukraine,,888779950,
question_option_text,US - United States of America,,888779951,
question_option_text,XK - Kosovo,,888779952,
question_option_text,Please enter your two-letter country code or your country name.,,888765863,
question_other,OTHER COUNTRY,,888765862,
page_heading,Country choice (did not move since 2022),,37950560,
page_subheading,"<div>Please select the country you lived in during 2022 and live in 2023. This is the country where you have spent the most time. You will be redirected to the questionnaire for this country. If you live in a country that is not on the list below, select OTHER COUNTRY.</div>",,37950560,
question_heading,Where do you live?,,117747117,
question_option_text,AL - Albania,,888764620,
question_option_text,AM - Armenia,,888764621,
question_option_text,AT - Austria,,888764871,
question_option_text,BA - Bosnia-Herzegovina,,888764622,
question_option_text,BE - Belgium,,888764623,
question_option_text,BG - Bulgaria,,888764624,
question_option_text,BR - Brazil,,888764625,
question_option_text,BY - Belarus,,888765034,
question_option_text,CY - Cyprus,,888765035,
question_option_text,CZ - Czechia,,888764626,
question_option_text,DE - Germany,,888764627,
question_option_text,DK - Denmark,,888764987,
question_option_text,EE - Estonia,,888764628,
question_option_text,ES - Spain,,888765036,
question_option_text,EUS - Spain - Basque Country,,888764629,
question_option_text,FI - Finland,,888779281,
question_option_text,FR - France,,888779732,
question_option_text,GB - United Kingdom,,888779733,
question_option_text,GBE - England,,888779734,
question_option_text,GBS - Scotland,,888779735,
question_option_text,GBW - Wales,,888779736,
question_option_text,GBN - Northern Ireland,,888779737,
question_option_text,GE - Georgia,,888779738,
question_option_text,GR - Greece,,888779739,
question_option_text,HR - Croatia,,888779740,
question_option_text,HU - Hungary,,888779741,
question_option_text,IE - Ireland,,888779742,
question_option_text,IT - Italy,,888779743,
question_option_text,IS - Iceland,,888779744,
question_option_text,LI - Liechtenstein,,888779745,
question_option_text,LT - Lithuania,,888779746,
question_option_text,LU - Luxembourg,,888779747,
question_option_text,LV - Latvia,,888779748,
question_option_text,MD - Moldova,,888779749,
question_option_text,ME - Montenegro,,888779750,
question_option_text,MK - North Macedonia,,888779751,
question_option_text,MT - Malta,,888779752,
question_option_text,NL - Netherlands,,888779753,
question_option_text,NO - Norway,,888779754,
question_option_text,PL - Poland,,888779755,
question_option_text,PT - Portugal,,888779756,
question_option_text,RO - Romania,,888779757,
question_option_text,RS - Serbia,,888779758,
question_option_text,SE - Sweden,,888779759,
question_option_text,SI - Slovenia,,888779760,
question_option_text,SK - Slovakia,,888779761,
question_option_text,TR - Turkey,,888779762,
question_option_text,UA - Ukraine,,888779763,
question_option_text,US - United States of America,,888779764,
question_option_text,XK - Kosovo,,888779765,
question_option_text,Please enter your two-letter country code or your country name.,,888764631,
question_other,OTHER COUNTRY,,888764630,
page_heading,Armenia,,37951002,
question_heading,Where within Armenia do you live?,,117749181,
question_option_text,AM-ER - Yerevan (city) - Erevan -  Երևան,,888780566,
question_option_text,AM-AG - Aragatsotn (region) - Aragac̣otn -  Արագածոտն,,888780567,
question_option_text,AM-AR - Ararat (region) - Ararat -  Արարատ,,888780568,
question_option_text,AM-AV - Armavir (region) - Armavir -  Արմավիր,,888780569,
question_option_text,AM-GR - Gegharkunik (region) - Geġark'unik' -  Գեղարքունիք,,888780570,
question_option_text,AM-KT - Kotayk (region) - Kotayk' -  Կոտայք,,888780571,
question_option_text,AM-LO - Lori (region) - Loṙi -  Լոռի,,888780572,
question_option_text,AM-SH - Shirak (region) - Širak -  Շիրակ,,888780573,
question_option_text,AM-SU - Syunik (region) - Syunik' -  Սյունիք,,888780574,
question_option_text,AM-TV - Tavush (region) - Tavuš -  Տավուշ,,888780575,
question_option_text,AM-VD - Vayots Dzor (region) - Vayoć Jor -  Վայոց Ձոր,,888780576,
question_option_text,AZ-XA - Stepanakert (municipality) - Xankəndi -  Ստեփանակեր,,888780577,
question_heading,In which organization are you a member as an individual person? (You can mark more than organizations.),,117749182,
question_option_text,None of the above,Nė vienas iš pateiktų atsakymų,888780620,389410178
question_option_text,ARMAUHTOR,,888780618,
question_option_text,Armenian Jazz Association,,888781277,
page_heading,Austria,,37950561,
page_subheading,<div>These questions only relate to respondents living in Austria.</div>,,37950561,
question_heading,Where within Austria do you live?,,117747118,
question_option_text,Wien (AT13),,888764634,
question_option_text,Burgenland (AT11),,888764635,
question_option_text,Wien (AT13),,888764988,
question_option_text,Ostösterreich (AT1),,888764989,
question_option_text,Burgenland (AT11),,888764990,
question_option_text,Mittelburgenland (AT111),,888764991,
question_option_text,Nordburgenland (AT112),,888764992,
question_option_text,Südburgenland (AT113),,888764993,
question_option_text,Niederösterreich (AT12),,888764994,
question_option_text,Mostviertel-Eisenwurzen (AT121),,888764995,
question_option_text,Niederösterreich-Süd (AT122),,888764996,
question_option_text,Sankt Pölten (AT123),,888764997,
question_option_text,Waldviertel (AT124),,888764998,
question_option_text,Weinviertel (AT125),,888764999,
question_option_text,Wiener Umland/Nordteil (AT126),,888765000,
question_option_text,Wiener Umland/Südteil (AT127),,888765001,
question_option_text,Südösterreich (AT2),,888765002,
question_option_text,Kärnten (AT21),,888765003,
question_option_text,Klagenfurt-Villach (AT211),,888765004,
question_option_text,Oberkärnten (AT212),,888765005,
question_option_text,Unterkärnten (AT213),,888765006,
question_option_text,Steiermark (AT22),,888765007,
question_option_text,Graz (AT221),,888765008,
question_option_text,Liezen (AT222),,888765009,
question_option_text,Östliche Obersteiermark (AT223),,888765010,
question_option_text,Oststeiermark (AT224),,888765011,
question_option_text,West- und Südsteiermark (AT225),,888765012,
question_option_text,Westliche Obersteiermark (AT226),,888765013,
question_option_text,Westösterreich (AT3),,888765014,
question_option_text,Oberösterreich (AT31),,888765015,
question_option_text,Innviertel (AT311),,888765016,
question_option_text,Linz-Wels (AT312),,888765017,
question_option_text,Mühlviertel (AT313),,888765018,
question_option_text,Steyr-Kirchdorf (AT314),,888765019,
question_option_text,Traunviertel (AT315),,888765020,
question_option_text,Salzburg (AT32),,888765021,
question_option_text,Lungau (AT321),,888765022,
question_option_text,Pinzgau-Pongau (AT322),,888765023,
question_option_text,Salzburg und Umgebung (AT323),,888765024,
question_option_text,Tirol (AT33),,888765025,
question_option_text,Außerfern (AT331),,888765026,
question_option_text,Innsbruck (AT332),,888765027,
question_option_text,Osttirol (AT333),,888765028,
question_option_text,Tiroler Oberland (AT334),,888765029,
question_option_text,Tiroler Unterland (AT335),,888765030,
question_option_text,Vorarlberg (AT34),,888765031,
question_option_text,Bludenz-Bregenzer Wald (AT341),,888765032,
question_option_text,Rheintal-Bodenseegebiet (AT342),,888765033,
question_heading,In which organization are you a member as an individual person? (You can mark more than organizations.),,117747120,
question_option_text,None of the above,Nė vienas iš pateiktų atsakymų,888764687,389410178
question_option_text,AKM/AUME,,888764638,
question_option_text,LSG  Interpreten und Produzenten von Tonträgern und Musikvideos,,888764639,
question_option_text,IG World Music Austria,,888764683,
question_option_text,Musikergilde Musiker-Komponisten-AutorenGilde,,888764684,
question_option_text,Österreichische Gesellschaft für Zeitgenössische Musik,,888764685,
question_option_text,ÖKB - Österreichischer Komponistenbund,,888764686,
page_heading,Bosnia-Herzegovina,,37950752,
question_heading,Where do you live within Bosnia-Herzegovina?,,117747846,
question_option_text,BA-091 - Grad Sarajevo,,888770747,
question_option_text,BA-071 - Grad Mostar,,888770748,
question_option_text,BA-BAL - Grad Banja Luka,,888770749,
question_option_text,BA-BLR - Banja Luka region,,888770750,
question_option_text,BA-DOB - Doboj-Bijeljina region,,888770751,
question_option_text,BA-ISZ - Istočno Sarajevo-Zvornik region,,888770752,
question_option_text,BA-TRF - Trebinje-Foča region,,888770753,
question_option_text,BA-SRP - Other Srpska Republika,,888770754,
question_option_text,BA-BRC - Brčko distrikt,,888770755,
question_option_text,BA-05 - Bosansko-podrinjski kanton / županija,,888770756,
question_option_text,BA-07 - Hercegovačko-neretvanski kanton / županija,,888770757,
question_option_text,BA-10 - Kanton br. 10 / županija,,888770758,
question_option_text,BA-09 - Kanton Sarajevo / Sarajevska županija,,888770759,
question_option_text,BA-02 - Posavski kanton / županija,,888770760,
question_option_text,BA-06 - Srednjobosanski kanton / županija,,888770761,
question_option_text,BA-03 - Tuzlanski kanton / županija,,888770762,
question_option_text,BA-01 - Unsko-sanski kanton / županija,,888770763,
question_option_text,BA-08 - Zapadnohercegovački kanton / županija,,888770764,
question_option_text,BA-04 - Zeničko-dobojski kanton / županija,,888770765,
question_heading,In which organization are you a member as an individual person? (You can mark more than organizations.),,117747878,
question_option_text,None of the above,Nė vienas iš pateiktų atsakymų,888775502,389410178
question_option_text,AMUS Association of Composers - Music Makers of Bosnia and Herzegovina,,888771029,
question_option_text,FONOGRAM Association for the Protection of Phonogram Producers,,888771030,
question_option_text,AIS Association of Performers and Players,,888771031,
page_heading,Bulgaria,,37950563,
question_heading,Where do you live within Bulgaria?,,117747199,
question_option_text,София (столица) (BG411),,888765933,
question_option_text,София (BG412),,888765934,
question_option_text,Северна и Югоизточна България (BG3),,888765935,
question_option_text,Северозападен (BG31),,888765936,
question_option_text,Видин (BG311),,888765937,
question_option_text,Монтана (BG312),,888765938,
question_option_text,Враца (BG313),,888765939,
question_option_text,Плевен (BG314),,888765940,
question_option_text,Ловеч (BG315),,888765941,
question_option_text,Северен централен (BG32),,888765942,
question_option_text,Велико Търново (BG321),,888765943,
question_option_text,Габрово (BG322),,888765944,
question_option_text,Русе (BG323),,888765945,
question_option_text,Разград (BG324),,888765946,
question_option_text,Силистра (BG325),,888765947,
question_option_text,Североизточен (BG33),,888765948,
question_option_text,Варна (BG331),,888765949,
question_option_text,Добрич (BG332),,888765950,
question_option_text,Шумен (BG333),,888765951,
question_option_text,Търговище (BG334),,888765952,
question_option_text,Югоизточен (BG34),,888765953,
question_option_text,Бургас (BG341),,888765954,
question_option_text,Сливен (BG342),,888765955,
question_option_text,Ямбол (BG343),,888765956,
question_option_text,Стара Загора (BG344),,888765957,
question_option_text,Югозападна и Южна централна България (BG4),,888765958,
question_option_text,Югозападен (BG41),,888765959,
question_option_text,Благоевград (BG413),,888765960,
question_option_text,Перник (BG414),,888765968,
question_option_text,Кюстендил (BG415),,888765969,
question_option_text,Южен централен (BG42),,888765970,
question_option_text,Пловдив (BG421),,888765971,
question_option_text,Хасково (BG422),,888765972,
question_option_text,Пазарджик (BG423),,888765973,
question_option_text,Смолян (BG424),,888765974,
question_option_text,Кърджали (BG425),,888765975,
question_heading,In which organization are you a member as an individual person (You can mark more than organizations.),,117747121,
question_option_text,Музикаутор - Musicautor,,888764640,
question_option_text,БАМП - BAMP,,888764641,
question_option_text,ПРОФОН - Prophon,,888764872,
question_option_text,Българска музикална асоциация - Bulgarian Music Association,,888764873,
question_option_text,БХХА - Bulgarian Hip Hop Assocation,,888764874,
question_option_text,АПДЛУМАД - Асоциация на професионалните дисководещи и лица упражняващи музикално- артистична дейност,,888764875,
page_heading,Croatia,,37950611,
question_heading,Where do you live within Croatia?,,117747299,
question_option_text,Grad Zagreb (HR050),,888766677,
question_option_text,Panonska Hrvatska (HR02),,888766678,
question_option_text,Bjelovarsko-bilogorska županija (HR021),,888788404,
question_option_text,Virovitičko-podravska županija (HR022),,888788405,
question_option_text,Požeško-slavonska županija (HR023),,888788406,
question_option_text,Brodsko-posavska županija (HR024),,888788407,
question_option_text,Osječko-baranjska županija (HR025),,888788408,
question_option_text,Vukovarsko-srijemska županija (HR026),,888788409,
question_option_text,Karlovačka županija (HR027),,888788410,
question_option_text,Sisačko-moslavačka županija (HR028),,888788411,
question_option_text,Jadranska Hrvatska (HR03),,888788412,
question_option_text,Primorsko-goranska županija (HR031),,888788413,
question_option_text,Ličko-senjska županija (HR032),,888788414,
question_option_text,Zadarska županija (HR033),,888788415,
question_option_text,Šibensko-kninska županija (HR034),,888788416,
question_option_text,Splitsko-dalmatinska županija (HR035),,888788417,
question_option_text,Istarska županija (HR036),,888788418,
question_option_text,Dubrovačko-neretvanska županija (HR037),,888788419,
question_option_text,Sjeverna Hrvatska (HR06),,888788420,
question_option_text,Međimurska županija (HR061),,888788421,
question_option_text,Varaždinska županija (HR062),,888788422,
question_option_text,Koprivničko-križevačka županija (HR063),,888788423,
question_option_text,Krapinsko-zagorska županija (HR064),,888788424,
question_option_text,Zagrebačka županija (HR065),,888788425,
question_heading,In which organization are you a member as an individual person (You can mark more than organizations.),,117747339,
question_option_text,None of the above,Nė vienas iš pateiktų atsakymų,888775005,389410178
question_option_text,HDS,,888766933,
question_option_text,ZAPRAF,,888766934,
question_option_text,HUZIP,,888766935,
page_heading,Czechia,,37950567,
question_heading,Where within Czechia do you live?,,117747195,
question_option_text,CZ010 - Hlavní město Praha,,888765906,
question_option_text,CZ020 - Středočeský kraj,,888765907,
question_option_text,CZ031 - Jihočeský kraj,,888765894,
question_option_text,CZ032 - Plzeňský kraj,,888765895,
question_option_text,CZ041 - Karlovarský kraj,,888765896,
question_option_text,CZ042 - Ústecký kraj,,888765897,
question_option_text,CZ051 - Liberecký kraj,,888765898,
question_option_text,CZ052 - Královéhradecký kraj,,888765899,
question_option_text,CZ053 - Pardubický kraj,,888765900,
question_option_text,CZ063 - Kraj Vysočina,,888765901,
question_option_text,CZ064 - Jihomoravský kraj,,888765902,
question_option_text,CZ071 - Olomoucký kraj,,888765903,
question_option_text,CZ072 - Zlínský kraj,,888765904,
question_option_text,CZ080 - Moravskoslezský kraj,,888765905,
question_heading,In which organization are you a member as an individual person? (You can mark more than organizations.),,117747196,
question_option_text,None of the above,Nė vienas iš pateiktų atsakymų,888765908,389410178
question_option_text,OSA,,888765909,
question_option_text,Intergram,,888765910,
question_option_text,Česká Jazzová Společnost,,888765911,
page_heading,Estonia,,37950564,
question_heading,Where within Estonia do you live?,,117747197,
question_option_text,Tallinn või Harju maakond,,888765925,
question_option_text,Kärdla,,888765926,
question_option_text,Jõhvi,,888765912,
question_option_text,Jõgeva,,888765913,
question_option_text,Paide,,888765914,
question_option_text,Haapsalu,,888765915,
question_option_text,Rakvere,,888765916,
question_option_text,Põlva,,888765917,
question_option_text,Pärnu,,888765918,
question_option_text,Rapla,,888765919,
question_option_text,Kuressaare,,888765920,
question_option_text,Tartu,,888765921,
question_option_text,Valga,,888765922,
question_option_text,Viljandi,,888765923,
question_option_text,Võru,,888765924,
question_heading,In which organization are you a member as an individual person? (You can mark more than organizations.),,117747198,
question_option_text,None of the above,Nė vienas iš pateiktų atsakymų,888765927,389410178
question_option_text,Eesti Autorite Ühing,,888765928,
question_option_text,EEL,,888765929,
question_option_text,Eesti Jazz Liit,,888765930,
question_option_text,Eesti Kunstnike Liit,,888765963,
page_heading,Georgia,,37950693,
question_heading,Where do you live within Georgia?,,117747708,
question_option_text,GE-TB - Tbilisi - თბილისი,,888769831,
question_option_text,GE-AB - Abkhazia - აფხაზეთი,,888769832,
question_option_text,GE-AJ - Ajaria - აჭარა,,888769833,
question_option_text,GE-GU - Guria - გურია,,888769834,
question_option_text,GE-IM - Imereti - იმერეთი,,888769835,
question_option_text,GE-KA - K'akheti - კახეთი,,888769836,
question_option_text,GE-KK - Kvemo Kartli - ქვემო ქართლი,,888769837,
question_option_text,GE-MM - Mtskheta-Mtianeti - მცხეთა-მთიანეთი,,888769838,
question_option_text,GE-RL - Rach'a-Lechkhumi-Kvemo Svaneti - რაჭა-ლეჩხუმი და ქვემო სვანეთი,,888769839,
question_option_text,GE-SZ - Samegrelo-Zemo Svaneti - სამეგრელო-ზემო სვანეთი,,888769840,
question_option_text,GE-SJ - Samtskhe-Javakheti - სამცხე-ჯავახეთი,,888769841,
question_option_text,GE-SK - Shida Kartli - შიდა ქართლი,,888769842,
question_heading,In which organization are you a member as an individual person (You can mark more than organizations.),,117747717,
question_option_text,None of the above,Nė vienas iš pateiktų atsakymų,888775429,389410178
question_option_text,GCA,,888769862,
question_option_text,Composers’ Union of Georgia,,888769863,
page_heading,Germany,,37950562,
question_heading,Where within Germany do you live?,,117747204,
question_option_text,Berlin (DE3),,888766037,
question_option_text,Baden-Württemberg (DE1),,888766038,
question_option_text,"Stuttgart, Stadtkreis (DE111)",,888766039,
question_option_text,Böblingen (DE112),,888766040,
question_option_text,Esslingen (DE113),,888766041,
question_option_text,Göppingen (DE114),,888766042,
question_option_text,Ludwigsburg (DE115),,888766043,
question_option_text,Rems-Murr-Kreis (DE116),,888766044,
question_option_text,"Heilbronn, Stadtkreis (DE117)",,888766045,
question_option_text,"Heilbronn, Landkreis (DE118)",,888766046,
question_option_text,Hohenlohekreis (DE119),,888766047,
question_option_text,Schwäbisch Hall (DE11A),,888766048,
question_option_text,Main-Tauber-Kreis (DE11B),,888766049,
question_option_text,Heidenheim (DE11C),,888766050,
question_option_text,Ostalbkreis (DE11D),,888766051,
question_option_text,Karlsruhe (DE12),,888766052,
question_option_text,Freiburg (DE13),,888766053,
question_option_text,Tübingen (DE14),,888766054,
question_option_text,Bayern (DE2),,888766055,
question_option_text,Oberbayern (DE21),,888766056,
question_option_text,"Ingolstadt, Kreisfreie Stadt (DE211)",,888766057,
question_option_text,"München, Kreisfreie Stadt (DE212)",,888766058,
question_option_text,"Rosenheim, Kreisfreie Stadt (DE213)",,888766059,
question_option_text,Niederbayern (DE22),,888766060,
question_option_text,"Landshut, Kreisfreie Stadt (DE221)",,888766061,
question_option_text,"Passau, Kreisfreie Stadt (DE222)",,888766062,
question_option_text,"Straubing, Kreisfreie Stadt (DE223)",,888766063,
question_option_text,Oberpfalz (DE23),,888766064,
question_option_text,"Amberg, Kreisfreie Stadt (DE231)",,888766065,
question_option_text,"Regensburg, Kreisfreie Stadt (DE232)",,888766066,
question_option_text,"Weiden i. d. Opf, Kreisfreie Stadt (DE233)",,888766067,
question_option_text,Oberfranken (DE24),,888766068,
question_option_text,"Bamberg, Kreisfreie Stadt (DE241)",,888766069,
question_option_text,"Bayreuth, Kreisfreie Stadt (DE242)",,888766070,
question_option_text,"Coburg, Kreisfreie Stadt (DE243)",,888766071,
question_option_text,"Hof, Kreisfreie Stadt (DE244)",,888766072,
question_option_text,Mittelfranken (DE25),,888766073,
question_option_text,"Ansbach, Kreisfreie Stadt (DE251)",,888766074,
question_option_text,"Erlangen, Kreisfreie Stadt (DE252)",,888766075,
question_option_text,"Fürth, Kreisfreie Stadt (DE253)",,888766076,
question_option_text,"Nürnberg, Kreisfreie Stadt (DE254)",,888766077,
question_option_text,"Schwabach, Kreisfreie Stadt (DE255)",,888766078,
question_option_text,Unterfranken (DE26),,888766079,
question_option_text,"Aschaffenburg, Kreisfreie Stadt (DE261)",,888766080,
question_option_text,"Schweinfurt, Kreisfreie Stadt (DE262)",,888766081,
question_option_text,"Würzburg, Kreisfreie Stadt (DE263)",,888766082,
question_option_text,Schwaben (DE27),,888766083,
question_option_text,"Augsburg, Kreisfreie Stadt (DE271)",,888766084,
question_option_text,"Kaufbeuren, Kreisfreie Stadt (DE272)",,888766009,
question_option_text,"Kempten (Allgäu), Kreisfreie Stadt (DE273)",,888766010,
question_option_text,"Memmingen, Kreisfreie Stadt (DE274)",,888766011,
question_option_text,Brandenburg (DE4),,888766012,
question_option_text,"Brandenburg an der Havel, Kreisfreie Stadt (DE401)",,888766013,
question_option_text,"Cottbus, Kreisfreie Stadt (DE402)",,888766014,
question_option_text,"Frankfurt (Oder), Kreisfreie Stadt (DE403)",,888766015,
question_option_text,"Potsdam, Kreisfreie Stadt (DE404)",,888766016,
question_option_text,Barnim (DE405),,888766017,
question_option_text,Dahme-Spreewald (DE406),,888766018,
question_option_text,Elbe-Elster (DE407),,888766019,
question_option_text,Havelland (DE408),,888766020,
question_option_text,Märkisch-Oderland (DE409),,888766021,
question_option_text,Oberhavel (DE40A),,888766022,
question_option_text,Oberspreewald-Lausitz (DE40B),,888766023,
question_option_text,Oder-Spree (DE40C),,888766024,
question_option_text,Ostprignitz-Ruppin (DE40D),,888766025,
question_option_text,Potsdam-Mittelmark (DE40E),,888766026,
question_option_text,Prignitz (DE40F),,888766027,
question_option_text,Spree-Neiße (DE40G),,888766028,
question_option_text,Teltow-Fläming (DE40H),,888766029,
question_option_text,Uckermark (DE40I),,888766030,
question_option_text,Bremen (DE5),,888766031,
question_option_text,"Bremen, Kreisfreie Stadt (DE501)",,888766087,
question_option_text,"Bremerhaven, Kreisfreie Stadt (DE502)",,888766088,
question_option_text,Hamburg (DE6),,888766089,
question_option_text,Hessen (DE7),,888766090,
question_option_text,Darmstadt (DE71),,888766091,
question_option_text,Gießen (DE72),,888766092,
question_option_text,Kassel (DE73),,888766093,
question_option_text,Mecklenburg-Vorpommern (DE8),,888766094,
question_option_text,"Rostock, Kreisfreie Stadt (DE803)",,888766095,
question_option_text,"Schwerin, Kreisfreie Stadt (DE804)",,888766096,
question_option_text,Niedersachsen (DE9),,888766097,
question_option_text,Braunschweig (DE91),,888766098,
question_option_text,"Braunschweig, Kreisfreie Stadt (DE911)",,888766099,
question_option_text,"Salzgitter, Kreisfreie Stadt (DE912)",,888766100,
question_option_text,"Wolfsburg, Kreisfreie Stadt (DE913)",,888766101,
question_option_text,Hannover (DE92),,888766102,
