German translation for survey
Language,de
CSV Version Format,1
"How to use this: Type your translations into the column (translated_text), then export this file as a CSV before uploading it back to SurveyMonkey."

context,original_text,translated_text (modify this column only),id,checksum
question_option_text,1978,,878636318,
question_option_text,1977,,878636319,
question_option_text,1976,,878636320,
question_option_text,1975,,878636321,
question_option_text,1974,,878636322,
question_option_text,1973,,878636323,
question_option_text,1972,,878636324,
question_option_text,1971,,878636325,
question_option_text,1970,,878636326,
question_option_text,1969,,878636327,
question_option_text,1968,,878636328,
question_option_text,1967,,878636329,
question_option_text,1966,,878636330,
question_option_text,1965,,878636331,
question_option_text,1964,,878636332,
question_option_text,1963,,878636333,
question_option_text,1962,,878636334,
question_option_text,1961,,878636335,
question_option_text,1960,,878636336,
question_option_text,1959,,878636337,
question_option_text,1958,,878636338,
question_option_text,1957,,878636339,
question_option_text,1956,,878636340,
question_option_text,1955,,878636341,
question_option_text,1954,,878636342,
question_option_text,1953,,878636343,
question_option_text,1952,,878636344,
question_option_text,1951,,878636345,
question_option_text,1950,,878636346,
question_option_text,1949,,878636347,
question_option_text,1948,,878636348,
question_option_text,1947,,878636349,
question_option_text,1946,,878636350,
question_option_text,1945,,878636351,
question_option_text,1944,,878636352,
question_option_text,1943,,878636353,
question_option_text,1942,,878636354,
question_option_text,1941,,878636355,
question_option_text,1940,,878636356,
question_option_text,1939,,878636357,
question_option_text,1938,,878636358,
question_option_text,1937,,878636359,
question_option_text,1936,,878636360,
question_option_text,1935,,878636361,
question_option_text,1934,,878636362,
question_option_text,1933,,878636363,
question_option_text,1932,,878636364,
question_option_text,1931,,878636365,
question_option_text,1930 or earlier,,878636366,
question_heading,Are you...,,116241597,
question_option_text,male,,878646799,
question_option_text,female,,878646800,
question_option_text,I identify as another gender,,878646801,
question_option_text,I would prefer not to answer this,,878646802,
question_heading,Would you say you live in...?,,116331086,
question_option_text,Rural area or village,,879223188,
question_option_text,Small or middle-sized town,,879223189,
question_option_text,Large town,,879223190,
question_option_text,Do not know,,879223191,
question_option_text,Prefer not to say,,879223192,
question_heading,Do you live now in the same country as you lived in 2022?,,116335027,
question_option_text,Yes,,879251480,
question_option_text,No,,879251481,
question_required,This question requires an answer because it will redirect you to the next question that applies to your personal situation.,,887564223,
page_heading,Country choice (moved since 2022),,37644314,
page_subheading,"<div>Please select the country you lived in during 2022. This is the country where you have spent the most time. You will be redirected to the questionnaire for this country. If you live in a country that is not on the list below, select OTHER COUNTRY.</div>",,37644314,
question_heading,Where did you live in 2022?,,116335377,
question_option_text,Austria,,879254083,
question_option_text,Belgium,,879254084,
question_option_text,Czechia,,879265276,
question_option_text,Bulgaria,,879254085,
question_option_text,Estonia,,879254086,
question_option_text,Germany,,879254087,
question_option_text,Hungary,,879254088,
question_option_text,Italy,,887647525,
question_option_text,France,,887647526,
question_option_text,Latvia,,887647527,
question_option_text,Lithuania,,879254089,
question_option_text,Ukraine,,887646898,
question_option_text,Netherlands,,879254090,
question_option_text,Slovakia,,879254091,
question_option_text,Slovenia,,887647528,
question_option_text,Spain,,879254092,
question_option_text,Please enter a comment.,Bitte geben Sie einen Kommentar ein.,879254094,3538365630
question_other,OTHER COUNTRY,,879254093,
page_heading,Country choice (did not move since 2022),,37644288,
page_subheading,"<div>Please select the country you lived in during 2022 and live in 2023. This is the country where you have spent the most time. You will be redirected to the questionnaire for this country. If you live in a country that is not on the list below, select OTHER COUNTRY.</div>",,37644288,
question_heading,Where do you live?,,116242023,
question_option_text,Austria,,878649299,
question_option_text,Belgium,,878649300,
question_option_text,Czechia,,879265340,
question_option_text,Bulgaria,,878649301,
question_option_text,Estonia,,878649302,
question_option_text,Germany,,878649303,
question_option_text,Hungary,,878649304,
question_option_text,Italy,,887648467,
question_option_text,Latvia,,887648468,
question_option_text,Lithuania,,878649305,
question_option_text,Netherlands,,878649306,
question_option_text,Ukraine,,887558381,
question_option_text,Slovakia,,878649307,
question_option_text,Slovenia,,887648469,
question_option_text,Spain,,878649308,
question_option_text,Please enter a comment.,Bitte geben Sie einen Kommentar ein.,878649310,3538365630
question_other,OTHER COUNTRY,,878649309,
page_heading,Austria,,37624380,
page_subheading,<div>These questions only relate to respondents living in Austria.</div>,,37624380,
question_heading,Where within Austria do you live?,,116243717,
question_option_text,Wien (AT13),,878658693,
question_option_text,Burgenland (AT11),,878658694,
question_option_text,Wien (AT13),,887591439,
question_option_text,Ostösterreich (AT1),,887591440,
question_option_text,Burgenland (AT11),,887591441,
question_option_text,Mittelburgenland (AT111),,887591442,
question_option_text,Nordburgenland (AT112),,887591443,
question_option_text,Südburgenland (AT113),,887591444,
question_option_text,Niederösterreich (AT12),,887591445,
question_option_text,Mostviertel-Eisenwurzen (AT121),,887591446,
question_option_text,Niederösterreich-Süd (AT122),,887591447,
question_option_text,Sankt Pölten (AT123),,887591448,
question_option_text,Waldviertel (AT124),,887591449,
question_option_text,Weinviertel (AT125),,887591450,
question_option_text,Wiener Umland/Nordteil (AT126),,887591451,
question_option_text,Wiener Umland/Südteil (AT127),,887591452,
question_option_text,Südösterreich (AT2),,887591453,
question_option_text,Kärnten (AT21),,887591454,
question_option_text,Klagenfurt-Villach (AT211),,887591455,
question_option_text,Oberkärnten (AT212),,887591456,
question_option_text,Unterkärnten (AT213),,887591457,
question_option_text,Steiermark (AT22),,887591458,
question_option_text,Graz (AT221),,887591459,
question_option_text,Liezen (AT222),,887591460,
question_option_text,Östliche Obersteiermark (AT223),,887591461,
question_option_text,Oststeiermark (AT224),,887591462,
question_option_text,West- und Südsteiermark (AT225),,887591463,
question_option_text,Westliche Obersteiermark (AT226),,887591464,
question_option_text,Westösterreich (AT3),,887591465,
question_option_text,Oberösterreich (AT31),,887591466,
question_option_text,Innviertel (AT311),,887591467,
question_option_text,Linz-Wels (AT312),,887591468,
question_option_text,Mühlviertel (AT313),,887591469,
question_option_text,Steyr-Kirchdorf (AT314),,887591470,
question_option_text,Traunviertel (AT315),,887591471,
question_option_text,Salzburg (AT32),,887591472,
question_option_text,Lungau (AT321),,887591473,
question_option_text,Pinzgau-Pongau (AT322),,887591474,
question_option_text,Salzburg und Umgebung (AT323),,887591475,
question_option_text,Tirol (AT33),,887591476,
question_option_text,Außerfern (AT331),,887591477,
question_option_text,Innsbruck (AT332),,887591478,
question_option_text,Osttirol (AT333),,887591479,
question_option_text,Tiroler Oberland (AT334),,887591480,
question_option_text,Tiroler Unterland (AT335),,887591481,
question_option_text,Vorarlberg (AT34),,887591482,
question_option_text,Bludenz-Bregenzer Wald (AT341),,887591483,
question_option_text,Rheintal-Bodenseegebiet (AT342),,887591484,
question_heading,Are you a member of one of the following organizations?,,116244800,
question_option_text,None of the above,Keine der oben genannten,878675412,3140498547
question_option_text,AKM/AUME,,878665629,
question_option_text,LSG  Interpreten und Produzenten von Tonträgern und Musikvideos,,878665630,
question_option_text,IG World Music Austria,,878675408,
question_option_text,Musikergilde Musiker-Komponisten-AutorenGilde,,878675409,
question_option_text,Österreichische Gesellschaft für Zeitgenössische Musik,,878675410,
question_option_text,ÖKB - Österreichischer Komponistenbund,,878675411,
page_heading,Germany,,37912120,
question_heading,Where within Germany do you live?,,117568897,
question_option_text,Berlin (DE3),,887624550,
question_option_text,Baden-Württemberg (DE1),,887624551,
question_option_text,"Stuttgart, Stadtkreis (DE111)",,887624552,
question_option_text,Böblingen (DE112),,887624553,
question_option_text,Esslingen (DE113),,887624554,
question_option_text,Göppingen (DE114),,887624555,
question_option_text,Ludwigsburg (DE115),,887624556,
question_option_text,Rems-Murr-Kreis (DE116),,887624557,
question_option_text,"Heilbronn, Stadtkreis (DE117)",,887624558,
question_option_text,"Heilbronn, Landkreis (DE118)",,887624559,
question_option_text,Hohenlohekreis (DE119),,887624560,
question_option_text,Schwäbisch Hall (DE11A),,887624561,
question_option_text,Main-Tauber-Kreis (DE11B),,887624562,
question_option_text,Heidenheim (DE11C),,887624563,
question_option_text,Ostalbkreis (DE11D),,887624564,
question_option_text,Karlsruhe (DE12),,887624565,
question_option_text,Freiburg (DE13),,887624566,
question_option_text,Tübingen (DE14),,887624567,
question_option_text,Bayern (DE2),,887624568,
question_option_text,Oberbayern (DE21),,887624569,
question_option_text,"Ingolstadt, Kreisfreie Stadt (DE211)",,887624570,
question_option_text,"München, Kreisfreie Stadt (DE212)",,887624571,
question_option_text,"Rosenheim, Kreisfreie Stadt (DE213)",,887624572,
question_option_text,Niederbayern (DE22),,887624573,
question_option_text,"Landshut, Kreisfreie Stadt (DE221)",,887624574,
question_option_text,"Passau, Kreisfreie Stadt (DE222)",,887624575,
question_option_text,"Straubing, Kreisfreie Stadt (DE223)",,887624576,
question_option_text,Oberpfalz (DE23),,887624577,
question_option_text,"Amberg, Kreisfreie Stadt (DE231)",,887624578,
question_option_text,"Regensburg, Kreisfreie Stadt (DE232)",,887624579,
question_option_text,"Weiden i. d. Opf, Kreisfreie Stadt (DE233)",,887624580,
question_option_text,Oberfranken (DE24),,887624581,
question_option_text,"Bamberg, Kreisfreie Stadt (DE241)",,887624582,
question_option_text,"Bayreuth, Kreisfreie Stadt (DE242)",,887624583,
question_option_text,"Coburg, Kreisfreie Stadt (DE243)",,887624584,
question_option_text,"Hof, Kreisfreie Stadt (DE244)",,887624585,
question_option_text,Mittelfranken (DE25),,887624586,
question_option_text,"Ansbach, Kreisfreie Stadt (DE251)",,887624587,
question_option_text,"Erlangen, Kreisfreie Stadt (DE252)",,887624588,
question_option_text,"Fürth, Kreisfreie Stadt (DE253)",,887624589,
question_option_text,"Nürnberg, Kreisfreie Stadt (DE254)",,887624590,
question_option_text,"Schwabach, Kreisfreie Stadt (DE255)",,887624591,
question_option_text,Unterfranken (DE26),,887624592,
question_option_text,"Aschaffenburg, Kreisfreie Stadt (DE261)",,887624593,
question_option_text,"Schweinfurt, Kreisfreie Stadt (DE262)",,887624594,
question_option_text,"Würzburg, Kreisfreie Stadt (DE263)",,887624595,
question_option_text,Schwaben (DE27),,887624596,
question_option_text,"Augsburg, Kreisfreie Stadt (DE271)",,887624597,
question_option_text,"Kaufbeuren, Kreisfreie Stadt (DE272)",,887643418,
question_option_text,"Kempten (Allgäu), Kreisfreie Stadt (DE273)",,887643419,
question_option_text,"Memmingen, Kreisfreie Stadt (DE274)",,887643420,
question_option_text,Brandenburg (DE4),,887643421,
question_option_text,"Brandenburg an der Havel, Kreisfreie Stadt (DE401)",,887643422,
question_option_text,"Cottbus, Kreisfreie Stadt (DE402)",,887643423,
question_option_text,"Frankfurt (Oder), Kreisfreie Stadt (DE403)",,887643424,
question_option_text,"Potsdam, Kreisfreie Stadt (DE404)",,887643425,
question_option_text,Barnim (DE405),,887643426,
question_option_text,Dahme-Spreewald (DE406),,887643427,
question_option_text,Elbe-Elster (DE407),,887643428,
question_option_text,Havelland (DE408),,887643429,
question_option_text,Märkisch-Oderland (DE409),,887643430,
question_option_text,Oberhavel (DE40A),,887643431,
question_option_text,Oberspreewald-Lausitz (DE40B),,887643432,
question_option_text,Oder-Spree (DE40C),,887643433,
question_option_text,Ostprignitz-Ruppin (DE40D),,887643434,
question_option_text,Potsdam-Mittelmark (DE40E),,887643435,
question_option_text,Prignitz (DE40F),,887643436,
question_option_text,Spree-Neiße (DE40G),,887643437,
question_option_text,Teltow-Fläming (DE40H),,887643438,
question_option_text,Uckermark (DE40I),,887643439,
question_option_text,Bremen (DE5),,887643440,
question_option_text,"Bremen, Kreisfreie Stadt (DE501)",,887643441,
question_option_text,"Bremerhaven, Kreisfreie Stadt (DE502)",,887643442,
question_option_text,Hamburg (DE6),,887643443,
question_option_text,Hessen (DE7),,887643444,
question_option_text,Darmstadt (DE71),,887643445,
question_option_text,Gießen (DE72),,887643446,
question_option_text,Kassel (DE73),,887643447,
question_option_text,Mecklenburg-Vorpommern (DE8),,887643448,
question_option_text,"Rostock, Kreisfreie Stadt (DE803)",,887643449,
question_option_text,"Schwerin, Kreisfreie Stadt (DE804)",,887643450,
question_option_text,Niedersachsen (DE9),,887643451,
question_option_text,Braunschweig (DE91),,887643452,
question_option_text,"Braunschweig, Kreisfreie Stadt (DE911)",,887643453,
question_option_text,"Salzgitter, Kreisfreie Stadt (DE912)",,887643454,
question_option_text,"Wolfsburg, Kreisfreie Stadt (DE913)",,887643455,
question_option_text,Hannover (DE92),,887643456,
question_option_text,Lüneburg (DE93),,887643457,
question_option_text,Weser-Ems (DE94),,887643458,
question_option_text,"Delmenhorst, Kreisfreie Stadt (DE941)",,887643459,
question_option_text,"Emden, Kreisfreie Stadt (DE942)",,887643460,
question_option_text,"Oldenburg (Oldenburg), Kreisfreie Stadt (DE943)",,887643461,
question_option_text,"Osnabrück, Kreisfreie Stadt (DE944)",,887643462,
question_option_text,"Wilhelmshaven, Kreisfreie Stadt (DE945)",,887643463,
question_option_text,Nordrhein-Westfalen (DEA),,887643464,
question_option_text,Düsseldorf (DEA1),,887643465,
question_option_text,"Düsseldorf, Kreisfreie Stadt (DEA11)",,887643466,
question_option_text,"Duisburg, Kreisfreie Stadt (DEA12)",,887643467,
question_option_text,"Essen, Kreisfreie Stadt (DEA13)",,887643468,
question_option_text,"Krefeld, Kreisfreie Stadt (DEA14)",,887643469,
question_option_text,"Mönchengladbach, Kreisfreie Stadt (DEA15)",,887643470,
question_option_text,"Mülheim an der Ruhr, Kreisfreie Stadt (DEA16)",,887643471,
question_option_text,"Oberhausen, Kreisfreie Stadt (DEA17)",,887643472,
question_option_text,"Remscheid, Kreisfreie Stadt (DEA18)",,887643473,
question_option_text,"Solingen, Kreisfreie Stadt (DEA19)",,887643474,
question_option_text,"Wuppertal, Kreisfreie Stadt (DEA1A)",,887643475,
question_option_text,Köln (DEA2),,887643476,
question_option_text,"Bonn, Kreisfreie Stadt (DEA22)",,887643477,
question_option_text,"Köln, Kreisfreie Stadt (DEA23)",,887643478,
question_option_text,"Leverkusen, Kreisfreie Stadt (DEA24)",,887643479,
question_option_text,Münster (DEA3),,887643480,
question_option_text,"Bottrop, Kreisfreie Stadt (DEA31)",,887643481,
question_option_text,"Gelsenkirchen, Kreisfreie Stadt (DEA32)",,887643482,
question_option_text,"Münster, Kreisfreie Stadt (DEA33)",,887643483,
question_option_text,Detmold (DEA4),,887643484,
question_option_text,Arnsberg (DEA5),,887643485,
question_option_text,"Bochum, Kreisfreie Stadt (DEA51)",,887643486,
question_option_text,"Dortmund, Kreisfreie Stadt (DEA52)",,887643487,
question_option_text,"Hagen, Kreisfreie Stadt (DEA53)",,887643488,
question_option_text,"Hamm, Kreisfreie Stadt (DEA54)",,887643489,
question_option_text,"Herne, Kreisfreie Stadt (DEA55)",,887643490,
question_option_text,Rheinland-Pfalz (DEB),,887643491,
question_option_text,Koblenz (DEB1),,887643492,
question_option_text,Trier (DEB2),,887643493,
question_option_text,"Trier, Kreisfreie Stadt (DEB21)",,887643494,
question_option_text,Rheinhessen-Pfalz (DEB3),,887643495,
question_option_text,"Frankenthal (Pfalz), Kreisfreie Stadt (DEB31)",,887643496,
question_option_text,"Kaiserslautern, Kreisfreie Stadt (DEB32)",,887643497,
question_option_text,"Landau in der Pfalz, Kreisfreie Stadt (DEB33)",,887643498,
question_option_text,"Ludwigshafen am Rhein, Kreisfreie Stadt (DEB34)",,887643499,
question_option_text,"Mainz, Kreisfreie Stadt (DEB35)",,887643500,
question_option_text,"Neustadt an der Weinstraße, Kreisfreie Stadt (DEB36)",,887643501,
question_option_text,"Pirmasens, Kreisfreie Stadt (DEB37)",,887643502,
question_option_text,"Speyer, Kreisfreie Stadt (DEB38)",,887643503,
question_option_text,"Worms, Kreisfreie Stadt (DEB39)",,887643504,
question_option_text,"Zweibrücken, Kreisfreie Stadt (DEB3A)",,887643505,
question_option_text,Regionalverband Saarbrücken (DEC01),,887643506,
question_option_text,Merzig-Wadern (DEC02),,887643507,
question_option_text,Neunkirchen (DEC03),,887643508,
question_option_text,Saarlouis (DEC04),,887643509,
question_option_text,Saarpfalz-Kreis (DEC05),,887643510,
question_option_text,Sachsen (DED),,887643511,
question_option_text,Dresden (DED2),,887643512,
question_option_text,"Dresden, Kreisfreie Stadt (DED21)",,887643513,
question_option_text,Chemnitz (DED4),,887643514,
question_option_text,"Chemnitz, Kreisfreie Stadt (DED41)",,887643515,
question_option_text,Leipzig (DED5),,887643516,
question_option_text,"Leipzig, Kreisfreie Stadt (DED51)",,887643517,
question_option_text,Sachsen-Anhalt (DEE),,887643518,
question_option_text,"Dessau-Roßlau, Kreisfreie Stadt (DEE01)",,887643519,
question_option_text,"Halle (Saale), Kreisfreie Stadt (DEE02)",,887643520,
question_option_text,"Magdeburg, Kreisfreie Stadt (DEE03)",,887643521,
question_option_text,Schleswig-Holstein (DEF),,887643522,
question_option_text,"Flensburg, Kreisfreie Stadt (DEF01)",,887643523,
question_option_text,"Kiel, Kreisfreie Stadt (DEF02)",,887643524,
question_option_text,"Lübeck, Kreisfreie Stadt (DEF03)",,887643525,
question_option_text,"Neumünster, Kreisfreie Stadt (DEF04)",,887643526,
question_option_text,Thüringen (DEG),,887643527,
question_option_text,"Erfurt, Kreisfreie Stadt (DEG01)",,887643528,
question_option_text,"Gera, Kreisfreie Stadt (DEG02)",,887643529,
question_option_text,"Jena, Kreisfreie Stadt (DEG03)",,887643530,
question_option_text,"Suhl, Kreisfreie Stadt (DEG04)",,887643531,
question_option_text,"Weimar, Kreisfreie Stadt (DEG05)",,887643532,
question_heading,Are you a member of one of the following organizations?,,117568898,
question_option_text,None of the above,Keine der oben genannten,887624602,3140498547
question_option_text,GEMA,,887624603,
question_option_text,GVL - Gesellschaft zur Verwertung von Leistungsschutzrechten,,887645478,
question_option_text,Deutschen Jazz Föderation,,887645479,
question_option_text,Deutsche Jazzunion,,887645480,
page_heading,Bulgaria,,37624624,
question_heading,In which organization are you a member as an individual person (You can mark more than organizations.),,116245124,
question_option_text,Музикаутор - Musicautor,,878668706,
question_option_text,БАМП - BAMP,,878668707,
question_option_text,ПРОФОН - Prophon,,879274528,
question_option_text,Българска музикална асоциация - Bulgarian Music Association,,879274529,
question_option_text,БХХА - Bulgarian Hip Hop Assocation,,879274530,
question_option_text,АПДЛУМАД - Асоциация на професионалните дисководещи и лица упражняващи музикално- артистична дейност,,879274531,
question_heading,Where do you live within Bulgaria?,,116339135,
question_option_text,София (столица) (BG411),,879280427,
question_option_text,София (BG412),,879280428,
question_option_text,Северна и Югоизточна България (BG3),,879280429,
question_option_text,Северозападен (BG31),,879280430,
question_option_text,Видин (BG311),,879280431,
question_option_text,Монтана (BG312),,879280432,
question_option_text,Враца (BG313),,879280433,
question_option_text,Плевен (BG314),,879280434,
question_option_text,Ловеч (BG315),,879280435,
question_option_text,Северен централен (BG32),,879280436,
question_option_text,Велико Търново (BG321),,879280437,
question_option_text,Габрово (BG322),,879280438,
question_option_text,Русе (BG323),,879280439,
question_option_text,Разград (BG324),,879280440,
question_option_text,Силистра (BG325),,879280441,
question_option_text,Североизточен (BG33),,879280442,
question_option_text,Варна (BG331),,879280443,
question_option_text,Добрич (BG332),,879280444,
question_option_text,Шумен (BG333),,879280445,
question_option_text,Търговище (BG334),,879280446,
question_option_text,Югоизточен (BG34),,879280447,
question_option_text,Бургас (BG341),,879280448,
question_option_text,Сливен (BG342),,879280449,
question_option_text,Ямбол (BG343),,879280450,
question_option_text,Стара Загора (BG344),,879280451,
question_option_text,Югозападна и Южна централна България (BG4),,879280452,
question_option_text,Югозападен (BG41),,879280453,
question_option_text,Благоевград (BG413),,879280454,
question_option_text,Перник (BG414),,887595596,
question_option_text,Кюстендил (BG415),,887595597,
question_option_text,Южен централен (BG42),,887595598,
question_option_text,Пловдив (BG421),,887595599,
question_option_text,Хасково (BG422),,887595600,
question_option_text,Пазарджик (BG423),,887595601,
question_option_text,Смолян (BG424),,887595602,
question_option_text,Кърджали (BG425),,887595603,
page_heading,Estonia,,37644677,
question_heading,Where within Estonia do you live?,,116336648,
question_option_text,Tallinn või Harju maakond,,879264005,
question_option_text,Kärdla,,879264006,
question_option_text,Jõhvi,,879263964,
question_option_text,Jõgeva,,879263965,
question_option_text,Paide,,879263966,
question_option_text,Haapsalu,,879263967,
question_option_text,Rakvere,,879263968,
question_option_text,Põlva,,879263969,
question_option_text,Pärnu,,879263970,
question_option_text,Rapla,,879263971,
question_option_text,Kuressaare,,879263972,
question_option_text,Tartu,,879263973,
question_option_text,Valga,,879263974,
question_option_text,Viljandi,,879263975,
question_option_text,Võru,,879263976,
question_heading,Are you a member of one of the following organizations?,,116336649,
question_option_text,None of the above,Keine der oben genannten,879264008,3140498547
question_option_text,Eesti Autorite Ühing,,879264010,
question_option_text,EEL,,879264011,
question_option_text,Eesti Jazz Liit,,879264012,
question_option_text,Eesti Kunstnike Liit,,879330729,
page_heading,Hungary,,37624473,
page_subheading,<div>These questions only relate to respondents living in Hungary.</div>,,37624473,
question_heading,Where within Hungary do you live?,,116244344,
question_option_text,HU-BU - Budapest,,878663049,
question_option_text,HU-PE - Pest,,878663050,
question_option_text,HU-BA - Baranya,,878671018,
question_option_text,HU-BC - Békéscsaba,,878671019,
question_option_text,HU-BE - Békés,,878671020,
question_option_text,HU-BK - Bács-Kiskun,,878671021,
question_option_text,HU-BZ - Borsod-Abaúj-Zemplén,,878671022,
question_option_text,HU-CS - Csongrád,,878671023,
question_option_text,HU-DE - Debrecen,,878671024,
question_option_text,HU-DU - Dunaújváros,,878671025,
question_option_text,HU-EG - Eger,,878671026,
question_option_text,HU-ER - Érd,,878671027,
question_option_text,HU-FE - Fejér,,878671028,
question_option_text,HU-GS - Győr-Moson-Sopron,,878671029,
question_option_text,HU-GY - Győr,,878671030,
question_option_text,HU-HB - Hajdú-Bihar,,878671031,
question_option_text,HU-HE - Heves,,878671032,
question_option_text,HU-HV - Hódmezővásárhely,,878671033,
question_option_text,HU-JN - Jász-Nagykun-Szolnok,,878671034,
question_option_text,HU-KE - Komárom-Esztergom,,878671035,
question_option_text,HU-KM - Kecskemét,,878671036,
question_option_text,HU-KV - Kaposvár,,878671037,
question_option_text,HU-MI - Miskolc,,878671038,
question_option_text,HU-NK - Nagykanizsa,,878671039,
question_option_text,HU-NO - Nógrád,,878671040,
question_option_text,HU-NY - Nyíregyháza,,878671041,
question_option_text,HU-PS - Pécs,,878671042,
question_option_text,HU-SD - Szeged,,878671043,
question_option_text,HU-SF - Székesfehérvár,,878671044,
question_option_text,HU-SH - Szombathely,,878671045,
question_option_text,HU-SK - Szolnok,,878671046,
question_option_text,HU-SN - Sopron,,878671047,
question_option_text,HU-SO - Somogy,,878671048,
question_option_text,HU-SS - Szekszárd,,878671049,
question_option_text,HU-ST - Salgótarján,,878671050,
question_option_text,HU-SZ - Szabolcs-Szatmár-Bereg,,878671051,
question_option_text,HU-TB - Tatabánya,,878671052,
question_option_text,HU-TO - Tolna,,878671053,
question_option_text,HU-VA - Vas,,878671054,
question_option_text,HU-VE - Veszprém város,,878671055,
question_option_text,HU-VM - Veszprém,,878671056,
question_option_text,HU-ZA - Zala,,878671057,
question_option_text,HU-ZE - Zalaegerszeg,,878671058,
question_heading,Are you a member of one of the following organizations?,,116335953,
question_option_text,Artisjus,,879258682,
question_option_text,EJI,,879258683,
question_option_text,Mahasz,,879258684,
question_option_text,Magyar Jazz Szövetség,,879258685,
question_option_text,DJ Szövetság,,879258686,
question_option_text,Zenészbázis,,879259404,
question_option_text,HANOSZ,,879341850,
question_option_text,MPRT,,879341851,
question_heading,"If you are a creator or performer of music, or you work with specific music as a technician or manager, please try to identify the playlist that your music would most likely be found.  Some of these playlists exist; others resemble actual playlists from other countries. ",,116335621,
page_heading,Slovakia,,37644535,
question_heading,Where within Slovakia do you live?,,116336214,
question_option_text,SK0100 - Bratislava,,879260665,
question_option_text,"SK010 - Bratislavský kraj (Malacky, Pezinok, Senec)",,879260666,
question_option_text,SK021 - Trnavský kraj,,879260624,
question_option_text,SK022 - Trenčiansky kraj,,879260625,
question_option_text,SK023 - Nitriansky kraj,,879260626,
question_option_text,SK031 - Žilinský kraj,,879260627,
question_option_text,SK032 - Banskobystrický kraj,,879260628,
question_option_text,SK041 - Prešovský kraj,,879260629,
question_option_text,SK042 - Košický kraj,,879260630,
question_heading,Are you a member of one of the following organizations?,,116336215,
question_option_text,None of the above,Keine der oben genannten,879260668,3140498547
question_option_text,SOZA,,879260670,
question_option_text,SLOVGRAM,,879260671,
question_option_text,OZIS,,879261000,
question_option_text,NA CONXYPAN,,879317774,
question_option_text,Slovenská jazzová spoločnosť,,879322691,
page_heading,Czechia,,37644649,
question_heading,Where within Czechia do you live?,,116336518,
question_option_text,CZ010 - Hlavní město Praha,,879262825,
question_option_text,CZ020 - Středočeský kraj,,879262826,
question_option_text,CZ031 - Jihočeský kraj,,879262784,
question_option_text,CZ032 - Plzeňský kraj,,879262785,
question_option_text,CZ041 - Karlovarský kraj,,879262786,
question_option_text,CZ042 - Ústecký kraj,,879262787,
question_option_text,CZ051 - Liberecký kraj,,879262788,
question_option_text,CZ052 - Královéhradecký kraj,,879262789,
question_option_text,CZ053 - Pardubický kraj,,879262790,
question_option_text,CZ063 - Kraj Vysočina,,879262791,
question_option_text,CZ064 - Jihomoravský kraj,,879262792,
question_option_text,CZ071 - Olomoucký kraj,,879262793,
question_option_text,CZ072 - Zlínský kraj,,879262794,
question_option_text,CZ080 - Moravskoslezský kraj,,879262795,
question_heading,Are you a member of one of the following organizations?,,116336519,
